,Code,2018,2017
1213,603559,1,3
1214,603567,1,1
1215,603568,1,3
1216,603569,4,3
1217,603577,2,2
1218,603578,3,3
1219,603579,1,3
1220,603580,1,2
1221,603583,2,3
1222,603585,3,3
1223,603586,2,2
1224,603588,3,3
1225,603589,0,0
1226,603590,3,2
1227,603595,2,2
1228,603598,3,3
1229,603599,2,3
1230,603600,1,5
1231,603601,2,4
1232,603602,3,3
1233,603603,7,6
1234,603605,2,5
1235,603606,4,1
1236,603607,1,2
1237,603608,2,3
1238,603609,2,2
1239,603611,3,5
1240,603612,2,1
1241,603615,1,3
1242,603616,1,2
1243,603617,1,2
1244,603618,2,2
1245,603619,2,2
1246,603626,3,7
1247,603628,1,0
1248,603629,0,3
1249,603630,5,1
1250,603633,1,3
1251,603636,1,1
1252,603637,1,1
1253,603639,3,1
1254,603648,0,0
1255,603650,1,2
1256,603656,1,1
1257,603657,1,2
1258,603658,2,3
1259,603659,4,3
1260,603660,1,4
1261,603661,3,1
1262,603663,1,2
1263,603665,3,5
1264,603667,1,4
1265,603668,3,0
1266,603669,0,3
1267,603676,2,2
1268,603677,3,1
1269,603678,1,1
1270,603679,3,3
1271,603683,0,0
1272,603685,4,1
1273,603686,2,3
1274,603688,1,2
1275,603690,2,3
1276,603693,3,3
1277,603696,1,1
1278,603698,1,2
1279,603699,1,0
1280,603700,0,1
1281,603701,2,1
1282,603703,1,2
1283,603707,1,2
1284,603708,0,0
1285,603709,2,3
1286,603712,1,5
1287,603716,6,1
1288,603717,2,2
1289,603718,1,4
1290,603721,3,3
1291,603722,3,0
1292,603725,0,2
1293,603726,1,6
1294,603727,5,3
1295,603728,1,2
1296,603729,2,4
1297,603730,3,2
1298,603737,3,2
1299,603738,0,0
1300,603739,0,0
1301,603757,1,2
1302,603758,1,2
1303,603766,4,1
1304,603767,0,0
1305,603768,1,3
1306,603773,0,0
1307,603776,2,4
1308,603777,3,3
1309,603778,2,3
1310,603779,1,5
1311,603787,2,4
1312,603788,3,3
1313,603789,2,4
1314,603790,1,1
1315,603797,5,0
1316,603798,0,4
1317,603799,1,4
1318,603800,1,3
1319,603801,1,3
1320,603803,2,3
1321,603808,3,5
1322,603809,3,2
1323,603811,1,2
1324,603813,3,3
1325,603816,6,3
1326,603817,3,3
1327,603818,7,2
1328,603819,3,2
1329,603822,5,5
1330,603823,1,2
1331,603825,2,4
1332,603826,1,3
1333,603828,2,1
1334,603829,1,3
1335,603833,3,2
1336,603838,1,2
1337,603839,3,3
1338,603843,4,1
1339,603855,1,1
1340,603856,2,1
1341,603858,1,3
1342,603859,1,1
1343,603860,5,1
1344,603861,1,2
1345,603866,2,1
1346,603868,1,3
1347,603869,3,3
1348,603876,3,5
1349,603877,4,3
1350,603878,1,2
1351,603879,3,2
1352,603881,2,3
1353,603882,0,0
1354,603883,2,1
1355,603885,4,1
1356,603886,0,0
1357,603887,2,1
1358,603888,0,0
1359,603889,0,0
1360,603890,3,0
1361,603895,0,3
1362,603897,2,5
1363,603898,3,0
1364,603899,0,2
1365,603900,2,5
1366,603901,4,3
1367,603903,5,4
1368,603908,2,3
1369,603909,3,2
1370,603912,3,2
1371,603917,1,2
1372,603918,1,3
1373,603919,2,1
1374,603920,1,1
1375,603922,3,3
1376,603926,2,2
1377,603928,2,2
1378,603929,1,3
1379,603933,3,6
1380,603936,2,2
1381,603937,3,4
1382,603938,2,2
1383,603939,3,1
1384,603955,2,2
1385,603956,0,0
1386,603958,1,1
1387,603959,3,6
1388,603960,2,3
1389,603963,1,3
1390,603966,4,2
1391,603968,0,0
1392,603969,2,2
1393,603970,1,0
1394,603976,0,2
1395,603977,1,2
1396,603978,1,2
1397,603979,3,3
1398,603980,2,1
1399,603985,2,3
1400,603986,3,4
1401,603987,2,2
1402,603988,1,4
1403,603989,2,0
1404,603990,0,0
1405,603991,0,1
1406,603993,1,1
1407,603996,1,3
1408,603997,4,2
1409,603998,4,2
1410,603999,2,1
1411,000001,2,1
1412,000003,0,0
1413,000004,2,1
1414,000005,1,2
1415,000006,4,6
1416,000007,1,8
1417,000008,4,2
1418,000009,1,7
1419,000010,7,0
1420,000011,0,3
1421,000012,5,0
1422,000013,0,1
1423,000014,2,0
1424,000015,0,4
1425,000016,4,1
1426,000017,2,4
1427,000018,2,3
1428,000019,2,3
1429,000020,3,0
1430,000021,0,3
1431,000022,1,3
1432,000023,1,0
1433,000024,0,3
1434,000025,3,2
1435,000026,4,5
1436,000027,8,3
1437,000028,4,2
1438,000029,1,3
1439,000030,5,0
1440,000031,0,5
1441,000032,2,0
1442,000033,0,5
1443,000034,3,2
1444,000035,4,0
1445,000036,0,0
1446,000037,0,4
1447,000038,6,3
1448,000039,2,9
1449,000040,9,6
1450,000042,4,4
1451,000043,4,3
1452,000045,3,8
1453,000046,7,0
1454,000047,0,9
1455,000048,1,1
1456,000049,2,4
1457,000050,3,1
1458,000056,2,2
1459,000058,6,5
1460,000059,8,3
1461,000060,3,2
1462,000061,6,6
1463,000062,2,2
1464,000063,1,4
1465,000065,3,7
1466,000066,5,1
1467,000068,2,1
1468,000069,1,2
1469,000070,1,4
1470,000078,5,1
1471,000088,2,2
1472,000089,3,2
1473,000090,3,1
1474,000099,2,3
1475,000100,5,4
1476,000150,1,6
1477,000151,2,1
1478,000153,1,3
1479,000155,4,6
1480,000156,3,1
1481,000157,0,0
1482,000158,4,3
1483,000159,2,3
1484,000166,2,3
1485,000301,3,3
1486,000333,3,1
1487,000338,2,3
1488,000400,1,2
1489,000401,4,3
1490,000402,3,4
1491,000403,4,5
1492,000404,6,0
1493,000405,0,0
1494,000406,0,2
1495,000407,2,2
1496,000408,4,8
1497,000409,3,5
1498,000410,7,2
1499,000411,1,0
1500,000412,0,9
1501,000413,8,2
1502,000415,5,0
1503,000416,0,2
1504,000417,3,2
1505,000419,0,0
1506,000420,3,3
1507,000421,0,0
1508,000422,1,9
1509,000423,0,0
1510,000425,2,3
1511,000426,4,3
1512,000428,6,7
1513,000429,1,3
1514,000430,2,4
1515,000488,6,4
1516,000498,3,5
1517,000501,0,0
1518,000502,4,1
1519,000503,2,4
1520,000504,2,5
1521,000505,5,4
1522,000506,3,2
1523,000507,4,3
1524,000508,0,0
1525,000509,3,5
1526,000510,1,2
1527,000511,1,5
1528,000513,3,1
1529,000514,2,2
1530,000515,0,0
1531,000516,4,1
1532,000517,9,5
1533,000518,2,2
1534,000519,3,1
1535,000520,3,4
1536,000521,2,0
1537,000522,0,1
1538,000523,1,3
1539,000524,3,2
1540,000526,5,3
1541,000527,0,0
1542,000528,2,2
1543,000529,2,2
1544,000530,0,0
1545,000531,3,2
1546,000532,3,4
1547,000533,2,4
1548,000534,6,5
1549,000535,0,0
1550,000536,2,4
1551,000537,5,3
1552,000538,1,4
1553,000539,1,6
1554,000540,6,1
1555,000541,1,0
1556,000542,0,3
1557,000544,1,2
1558,000545,2,2
1559,000546,4,7
1560,000547,4,0
1561,000548,0,0
1562,000549,0,2
1563,000550,2,2
1564,000552,1,1
1565,000553,3,5
1566,000554,1,2
1567,000555,2,0
1568,000556,0,0
1569,000557,0,2
1570,000558,3,1
1571,000559,2,5
1572,000560,1,1
1573,000561,1,0
1574,000562,0,4
1575,000563,3,5
1576,000564,4,2
1577,000565,2,3
1578,000566,2,4
1579,000567,4,0
1580,000568,0,0
1581,000569,0,1
1582,000570,1,5
1583,000571,4,1
1584,000572,1,1
1585,000573,1,3
1586,000576,5,0
1587,000578,0,0
1588,000581,0,0
1589,000582,0,0
1590,000583,0,4
1591,000584,4,4
1592,000585,2,2
1593,000586,1,3
1594,000587,2,0
1595,000588,0,2
1596,000589,3,0
1597,000590,0,4
1598,000591,2,3
1599,000592,3,1
1600,000593,4,0
1601,000594,0,3
1602,000596,1,5
1603,000597,2,2
1604,000598,3,3
1605,000599,2,3
1606,000600,4,3
1607,000601,2,0
1608,000602,0,4
1609,000603,3,5
1610,000605,4,5
1611,000606,3,2
1612,000607,3,0
1613,000608,0,3
1614,000609,3,4
1615,000610,2,4
1616,000611,2,3
1617,000612,1,0
1618,000613,0,1
1619,000615,1,3
1620,000616,4,2
1621,000617,6,0
1622,000618,0,0
1623,000619,0,1
1624,000620,6,0
1625,000621,0,1
1626,000622,3,1
1627,000623,2,1
1628,000625,2,4
1629,000626,8,3
1630,000627,2,0
1631,000628,0,1
1632,000629,1,1
1633,000630,2,1
1634,000632,5,5
1635,000633,2,2
1636,000635,2,1
1637,000636,3,3
1638,000638,3,4
1639,000639,0,0
1640,000650,0,0
1641,000651,0,0
1642,000652,4,2
1643,000653,0,0
1644,000655,0,0
1645,000656,2,2
1646,000657,2,1
1647,000658,0,0
1648,000659,2,5
1649,000660,0,0
1650,000661,3,1
1651,000662,4,4
1652,000663,1,1
1653,000665,1,3
1654,000666,2,2
1655,000667,5,4
1656,000668,2,3
1657,000669,4,4
1658,000670,2,2
1659,000671,5,6
1660,000672,7,6
1661,000673,4,5
1662,000675,0,0
1663,000676,5,2
1664,000677,1,1
1665,000678,0,0
1666,000679,1,3
1667,000680,3,3
1668,000681,3,5
1669,000682,2,4
1670,000683,7,7
1671,000685,2,2
1672,000686,1,3
1673,000687,2,4
1674,000688,2,3
1675,000689,0,0
1676,000690,1,2
1677,000691,1,3
1678,000692,4,2
1679,000693,4,4
1680,000695,3,2
1681,000697,3,2
1682,000698,2,3
1683,000699,0,0
1684,000700,3,3
1685,000701,8,6
1686,000702,2,7
1687,000703,8,0
1688,000705,0,9
1689,000707,1,1
1690,000708,1,3
1691,000709,1,2
1692,000710,2,7
1693,000711,8,2
1694,000712,4,2
1695,000713,1,1
1696,000715,3,4
1697,000716,3,4
1698,000717,4,1
1699,000718,2,0
1700,000719,0,4
1701,000720,2,1
1702,000721,1,0
1703,000722,0,3
1704,000725,1,3
1705,000726,3,7
1706,000727,6,2
1707,000728,3,0
1708,000729,0,0
1709,000730,0,0
1710,000731,0,2
1711,000732,7,3
1712,000733,5,1
1713,000735,2,1
1714,000736,3,2
1715,000738,1,3
1716,000739,0,0
1717,000748,0,0
1718,000750,3,3
1719,000751,1,1
1720,000752,3,3
1721,000753,3,3
1722,000755,7,2
1723,000756,1,1
1724,000757,3,4
1725,000758,1,3
1726,000759,1,2
1727,000760,3,0
1728,000761,0,0
1729,000762,0,0
1730,000763,0,0
1731,000765,0,3
1732,000766,1,6
1733,000767,8,2
1734,000768,4,0
1735,000769,0,1
1736,000776,1,3
1737,000777,4,2
1738,000778,2,3
1739,000779,3,1
1740,000780,1,1
1741,000782,2,2
1742,000783,3,1
1743,000785,1,1
1744,000786,1,0
1745,000787,0,1
1746,000788,3,4
1747,000789,1,0
1748,000790,0,3
1749,000791,2,4
1750,000792,2,4
1751,000793,4,1
1752,000795,1,8
1753,000796,5,3
1754,000797,4,1
1755,000798,3,1
1756,000799,1,2
1757,000800,1,1
1758,000801,1,3
1759,000802,1,2
1760,000803,3,0
1761,000805,0,0
1762,000806,0,3
1763,000807,4,1
1764,000809,1,3
1765,000810,1,1
1766,000812,4,1
1767,000813,3,2
1768,000815,3,1
1769,000816,4,1
1770,000817,0,0
1771,000818,3,7
1772,000819,0,0
1773,000820,3,5
1774,000821,2,2
1775,000822,1,2
1776,000823,1,2
1777,000825,2,3
1778,000826,3,0
1779,000827,0,2
1780,000828,1,5
1781,000829,4,0
1782,000830,0,3
1783,000831,2,0
1784,000832,0,3
1785,000835,3,3
1786,000836,3,3
1787,000837,2,1
1788,000838,6,5
1789,000839,0,0
1790,000848,2,0
1791,000850,0,7
1792,000851,5,0
1793,000852,0,3
1794,000856,2,1
1795,000859,0,0
1796,000860,1,4
1797,000861,4,3
1798,000862,4,4
1799,000863,2,0
1800,000866,0,7
1801,000868,4,1
1802,000875,5,9
1803,000876,1,4
1804,000877,3,8
1805,000878,2,1
1806,000880,2,5
1807,000881,6,3
1808,000882,3,0
1809,000883,0,2
1810,000885,3,1
1811,000886,1,3
1812,000887,2,1
1813,000888,3,7
1814,000889,2,5
1815,000890,4,2
1816,000892,3,3
1817,000893,1,2
1818,000897,3,3
1819,000898,3,1
1820,000899,2,3
1821,000900,3,1
1822,000901,3,4
1823,000902,2,4
1824,000903,4,3
1825,000905,4,3
1826,000906,4,3
1827,000908,1,1
1828,000909,1,1
1829,000910,5,2
1830,000911,4,2
1831,000912,2,4
1832,000913,4,2
1833,000915,1,1
1834,000916,0,0
1835,000917,4,4
1836,000918,3,3
1837,000919,2,1
1838,000920,2,1
1839,000921,3,2
1840,000922,4,1
1841,000923,6,4
1842,000925,2,3
1843,000926,2,4
1844,000927,2,2
1845,000928,8,3
1846,000929,1,2
1847,000930,4,2
1848,000931,4,5
1849,000932,3,3
1850,000933,2,1
1851,000935,2,4
1852,000936,0,0
1853,000937,3,3
1854,000938,2,4
1855,000939,1,4
1856,000948,1,1
1857,000949,2,6
1858,000950,3,0
1859,000951,0,3
1860,000952,4,2
1861,000953,3,1
1862,000955,2,0
1863,000956,0,2
1864,000957,1,6
1865,000958,2,2
1866,000959,1,5
1867,000960,2,3
1868,000961,3,3
1869,000962,3,0
1870,000963,0,2
1871,000965,3,3
1872,000966,4,6
1873,000967,5,2
1874,000968,5,3
1875,000970,0,0
1876,000971,4,2
1877,000972,2,4
1878,000973,1,2
1879,000975,3,1
1880,000976,2,3
1881,000977,6,5
1882,000978,1,2
1883,000979,3,1
1884,000980,6,5
1885,000981,7,9
1886,000982,2,3
1887,000983,0,0
1888,000985,0,0
1889,000987,4,4
1890,000988,2,3
1891,000989,3,2
1892,000990,2,3
1893,000991,0,0
1894,000993,3,2
1895,000995,6,5
1896,000996,3,2
1897,000997,2,0
1898,000998,0,4
1899,000999,1,4
1900,002001,3,7
1901,002002,3,0
1902,002003,0,4
1903,002004,2,6
1904,002005,4,1
1905,002006,4,1
1906,002008,2,1
1907,002009,6,1
1908,002010,1,4
1909,002011,4,3
1910,002012,2,3
1911,002013,2,3
1912,002014,2,2
1913,002015,2,4
1914,002016,3,2
1915,002017,2,4
1916,002018,1,4
1917,002019,2,2
1918,002020,3,3
1919,002021,0,0
1920,002022,2,2
1921,002024,7,5
1922,002025,1,1
1923,002026,1,1
1924,002027,1,3
1925,002028,1,1
1926,002029,1,1
1927,002030,6,6
1928,002031,2,3
1929,002032,1,2
1930,002033,0,0
1931,002034,3,2
1932,002035,4,2
1933,002036,6,6
1934,002037,2,2
1935,002038,1,2
1936,002039,1,4
1937,002040,3,0
1938,002041,0,3
1939,002042,2,3
1940,002043,1,6
1941,002044,4,4
1942,002045,3,4
1943,002046,7,0
1944,002047,0,2
1945,002048,2,1
1946,002049,3,2
1947,002050,3,3
1948,002051,1,4
1949,002052,3,4
1950,002053,3,2
1951,002054,3,1
1952,002055,2,1
1953,002057,3,3
1954,002058,0,0
1955,002059,5,3
1956,002060,4,5
1957,002061,5,3
1958,002062,2,3
1959,002063,0,0
1960,002064,0,0
1961,002065,4,3
1962,002066,2,4
1963,002067,2,4
1964,002068,2,4
1965,002069,1,1
1966,002070,2,2
1967,002071,4,6
1968,002072,4,3
1969,002073,4,4
1970,002074,3,2
1971,002075,2,2
1972,002076,3,5
1973,002077,4,5
1974,002078,4,4
1975,002079,0,0
1976,002080,3,3
1977,002081,1,1
1978,002082,1,3
1979,002083,3,3
1980,002084,5,4
1981,002085,7,4
1982,002086,1,4
1983,002087,2,2
1984,002088,0,0
1985,002089,4,4
1986,002090,2,2
1987,002091,4,3
1988,002092,2,3
1989,002093,2,2
1990,002094,2,2
1991,002095,0,0
1992,002096,1,2
1993,002097,5,3
1994,002098,1,3
1995,002099,3,3
1996,002100,7,2
1997,002101,4,5
1998,002102,6,7
1999,002103,4,2
2000,002104,1,3
2001,002105,4,2
2002,002106,0,0
2003,002107,0,0
2004,002108,2,2
2005,002109,1,3
2006,002110,3,4
2007,002111,2,4
2008,002112,2,3
2009,002113,2,7
2010,002114,1,3
2011,002115,6,2
2012,002116,1,2
2013,002117,1,0
2014,002118,0,2
2015,002120,5,4
2016,002121,1,1
2017,002122,8,8
2018,002123,4,4
2019,002124,4,4
2020,002125,4,3
2021,002126,2,2
2022,002127,5,5
2023,002128,5,4
2024,002129,3,4
2025,002130,8,5
2026,002131,3,4
2027,002132,5,5
2028,002133,5,8
2029,002134,1,3
2030,002135,4,3
2031,002136,0,0
2032,002137,2,5
2033,002138,2,4
2034,002139,1,3
2035,002140,1,2
2036,002141,0,0
2037,002142,2,4
2038,002143,3,6
2039,002144,1,4
2040,002145,3,6
2041,002146,9,5
2042,002147,4,1
2043,002148,1,1
2044,002149,2,1
2045,002150,3,7
2046,002151,5,2
2047,002152,1,2
2048,002153,1,2
2049,002154,3,2
2050,002155,1,2
2051,002156,2,9
2052,002157,8,1
2053,002158,1,6
2054,002159,4,3
2055,002161,7,4
2056,002162,3,3
2057,002163,5,2
2058,002164,2,2
2059,002165,3,2
2060,002166,1,4
2061,002167,3,4
2062,002168,5,4
2063,002169,5,3
2064,002170,0,0
2065,002171,5,3
2066,002172,6,2
2067,002173,2,6
2068,002174,3,4
2069,002175,5,4
2070,002176,2,3
2071,002177,2,1
2072,002178,5,5
2073,002179,3,4
2074,002180,4,5
2075,002181,2,3
2076,002182,9,2
2077,002183,2,7
2078,002184,2,2
2079,002185,3,0
2080,002186,0,2
2081,002187,1,4
2082,002188,1,2
2083,002189,2,3
2084,002190,3,3
2085,002191,4,4
2086,002192,4,3
2087,002193,2,5
2088,002194,1,0
2089,002195,0,2
2090,002196,2,4
2091,002197,4,1
2092,002198,1,1
2093,002199,3,1
2094,002200,3,2
2095,002201,4,1
2096,002202,1,6
2097,002203,3,2
2098,002204,2,4
2099,002205,2,4
2100,002206,1,4
2101,002207,4,0
2102,002208,0,3
2103,002209,1,2
2104,002210,4,4
2105,002211,1,3
2106,002212,3,2
2107,002213,2,1
2108,002214,2,5
2109,002215,6,2
2110,002216,4,4
2111,002217,5,3
2112,002218,2,8
2113,002219,8,3
2114,002220,3,6
2115,002221,3,1
2116,002222,1,1
2117,002223,1,3
2118,002224,4,1
2119,002225,1,5
2120,002226,2,1
2121,002227,2,3
2122,002228,2,2
2123,002229,1,1
2124,002230,3,0
2125,002231,0,4
2126,002232,4,2
2127,002233,1,2
2128,002234,1,3
2129,002235,2,5
2130,002236,3,2
2131,002237,3,2
2132,002238,1,2
2133,002239,3,0
2134,002240,0,2
2135,002241,2,1
2136,002242,3,2
2137,002243,3,1
2138,002245,2,2
2139,002246,6,3
2140,002247,4,1
2141,002248,4,2
2142,002249,2,1
2143,002250,3,5
2144,002251,5,5
2145,002252,0,0
2146,002253,0,0
2147,002254,4,3
2148,002255,1,5
2149,002256,4,0
2150,002257,0,3
2151,002258,2,5
2152,002259,4,3
2153,002260,2,2
2154,002261,2,1
2155,002263,1,1
2156,002264,2,5
2157,002265,3,3
2158,002266,2,4
2159,002267,3,4
2160,002268,1,2
2161,002269,0,0
2162,002270,4,2
2163,002271,2,3
2164,002272,2,2
2165,002273,3,3
2166,002274,0,0
2167,002275,1,1
2168,002276,3,2
2169,002277,1,2
2170,002278,1,5
2171,002279,4,4
2172,002280,5,1
2173,002281,1,2
2174,002282,2,1
2175,002284,0,0
2176,002285,5,4
2177,002286,1,3
2178,002287,3,3
2179,002288,0,0
2180,002289,3,7
2181,002290,3,5
2182,002291,5,4
2183,002292,4,2
2184,002293,2,4
2185,002294,1,2
2186,002295,2,1
2187,002296,2,2
2188,002297,1,4
2189,002298,2,3
2190,002299,3,1
2191,002300,2,4
2192,002301,4,5
2193,002302,5,2
2194,002303,2,1
2195,002305,5,8
2196,002306,3,7
2197,002307,8,1
2198,002308,3,8
2199,002309,6,3
2200,002310,3,1
2201,002311,3,4
2202,002312,7,6
2203,002313,1,6
2204,002314,2,0
2205,002315,0,3
2206,002316,6,2
2207,002317,3,2
2208,002318,6,0
2209,002319,0,2
2210,002320,3,6
2211,002321,3,3
2212,002323,3,1
2213,002324,0,0
2214,002325,4,2
2215,002326,4,2
2216,002327,1,3
2217,002328,2,1
2218,002329,4,2
2219,002330,1,1
2220,002331,3,2
2221,002332,0,0
2222,002333,2,1
2223,002334,5,2
2224,002335,4,6
2225,002336,0,0
2226,002337,0,0
2227,002338,1,2
2228,002339,0,0
2229,002340,3,6
2230,002341,5,6
2231,002342,2,2
2232,002343,2,3
2233,002344,2,2
2234,002345,1,0
2235,002346,0,4
2236,002347,4,3
2237,002348,1,3
2238,002349,2,7
2239,002350,1,0
2240,002351,0,3
2241,002352,4,3
2242,002353,3,5
2243,002354,6,1
2244,002355,3,5
2245,002356,9,2
2246,002357,1,6
2247,002358,2,5
2248,002359,9,2
2249,002361,0,0
2250,002362,1,1
2251,002363,0,0
2252,002364,2,1
2253,002365,2,4
2254,002366,5,3
2255,002367,5,3
2256,002368,2,7
2257,002369,3,1
2258,002370,3,1
2259,002371,2,1
2260,002373,4,5
2261,002374,1,1
2262,002375,2,0
2263,002376,0,2
2264,002377,4,2
2265,002378,1,0
2266,002379,0,2
2267,002381,1,3
2268,002382,4,4
2269,002383,5,4
2270,002384,8,7
2271,002385,8,7
2272,002386,8,7
2273,002387,1,7
2274,002388,6,4
2275,002389,5,1
2276,002390,2,3
2277,002391,2,1
2278,002392,1,2
2279,002393,1,2
2280,002394,2,1
2281,002395,1,0
2282,002396,0,2
2283,002397,2,2
2284,002399,5,4
2285,002400,0,0
2286,002401,0,0
2287,002402,3,3
2288,002403,4,1
2289,002404,1,3
2290,002405,3,1
2291,002406,1,5
2292,002407,7,3
2293,002408,1,1
2294,002409,3,1
2295,002410,1,7
2296,002411,7,1
2297,002413,5,1
2298,002414,0,0
2299,002415,2,2
2300,002416,4,2
2301,002417,4,5
2302,002418,4,5
2303,002419,3,4
2304,002420,4,2
2305,002421,2,2
2306,002423,3,2
2307,002424,3,1
2308,002425,0,0
2309,002426,4,5
2310,002427,7,5
2311,002428,0,0
2312,002429,6,4
2313,002430,1,4
2314,002431,5,6
2315,002432,3,4
2316,002433,3,2
2317,002434,4,1
2318,002435,2,3
2319,002436,1,1
2320,002437,3,5
2321,002438,2,5
2322,002439,5,3
2323,002440,0,0
2324,002441,2,1
2325,002442,2,3
2326,002443,1,3
2327,002444,2,2
2328,002445,3,1
2329,002446,3,2
2330,002447,1,5
2331,002448,3,4
2332,002449,2,2
2333,002450,3,4
2334,002451,3,4
2335,002452,1,1
2336,002453,5,2
2337,002454,2,5
2338,002455,4,5
2339,002456,6,7
2340,002457,2,1
2341,002458,1,4
2342,002459,5,5
2343,002460,6,2
2344,002461,3,1
2345,002462,2,1
2346,002463,2,3
2347,002464,6,2
2348,002465,2,4
2349,002466,4,4
2350,002467,3,2
2351,002468,3,0
2352,002469,0,6
2353,002470,5,6
2354,002471,5,1
2355,002472,3,5
2356,002473,3,2
2357,002474,2,2
